Sl. No.	Chen	Gierahn	Grun	Islam	Klein	Savas	Soumillon2	Tung	Soumillon1	Zigenhein	Soumillon3
725	ENSG00000249519	ASB16-AS1	Rasip1	Fbrs	4931440J10Rik	ENSG00000185480	TMEM180	ENSG00000121101	PWAR5	ENSMUSG00000020277	S100B
726	ENSG00000260979	ASH1L-AS1	Arxes2	Slc25a25	Defb41	ENSG00000234284	BNIPL	ENSG00000204381	RPS6KL1	ENSMUSG00000051499	SYN2
727	ENSG00000140090	B3GALT4	Ttyh2	Emp2	Olfr823	ENSG00000188822	FLJ30679	ENSG00000171246	C12orf75	ENSMUSG00000082035	VMO1
728	ENSG00000249073	C1QTNF2	Tmem181c-ps	Smpd2	Vmn2r109	ENSG00000092853	LOC115110	ENSG00000178852	RPSAP52	ENSMUSG00000039069	ALS2CR11
729	ENSG00000236013	CDC42BPG	Slc25a40	Prr3	Hapln3	ENSG00000081985	LINC00102	ENSG00000189367	CENPE	ENSMUSG00000054408	ANKAR
730	ENSG00000198785	CLDN6	Pros1	Tbce	Trim34b	ENSG00000272982	MTL5	ENSG00000178222	DLK2	ENSMUSG00000060198	BRF1
731	ENSG00000271984	COL9A2	Gjb3	Trnp1	Gm15880	ENSG00000143537	MGC16142	ENSG00000020633	HIVEP1	ENSMUSG00000084212	CFB
732	ENSG00000206028	CTD-2020K17.3	Yy2	Flrt2	Olfr1299	ENSG00000243284	DNAJC13	ENSG00000188015	SSX7	ENSMUSG00000090538	EDN1
733	ENSG00000255320	CTD-2192J16.26	Gstm2	Tspan9	Vmn1r77	ENSG00000115155	ARRDC5	ENSG00000168398	UCA1	ENSMUSG00000082509	EPB41L1
734	ENSG00000204460	CTD-2269F5.1	Cldn6	Lnpep	Lilra5	ENSG00000079308	ZBED3-AS1	ENSG00000186051	SLC7A6OS	ENSMUSG00000031775	HIST1H3D
735	ENSG00000232973	CTD-2591A6.2	Bhmt2	Dkk2	BB014433	ENSG00000204104	COL14A1	ENSG00000100311	THBS3	ENSMUSG00000080268	IFI30
736	ENSG00000243696	DNASE1L2	4930503L19Rik	Emx2	Gm6406	ENSG00000196639	ACSM2B	ENSG00000106078	HADH	ENSMUSG00000024084	LRRC34
737	ENSG00000130433	ELMO3	Capn5	Bmpr1b	Uhmk1	ENSG00000007402	ANO5	ENSG00000137872	TMEM92	ENSMUSG00000049411	MED26
738	ENSG00000255087	FSIP1	2310047M10Rik	Fbxl2	Wnt9b	ENSG00000013293	COL19A1	ENSG00000133101	AASDHPPT	ENSMUSG00000054196	MTA1
739	ENSG00000258763	FSTL4	Cttnbp2	Emilin1	Rfpl4	ENSG00000248866	DUOX2	ENSG00000169136	FAM134B	ENSMUSG00000040247	RPUSD2
740	ENSG00000006534	GDNF	Ifi35	Cdh1	Trpv3	ENSG00000197822	GSTA7P	ENSG00000213937	ALG5	ENSMUSG00000053070	SRD5A1
741	ENSG00000134207	HCG9	Nenf	Stau2	Tubb1	ENSG00000155846	NAPSA	ENSG00000197182	ERMAP	ENSMUSG00000082410	TRIM6-TRIM34
742	ENSG00000236263	HOXA2	Phlda2	Tll1	4930515L03Rik	ENSG00000158406	NNAT	ENSG00000184363	PLEKHF1	ENSMUSG00000054474	ZNF697
743	ENSG00000143257	KCNK15	Dact3	Slc25a24	Ces2b	ENSG00000272273	PSG3	ENSG00000178033	TRIM24	ENSMUSG00000065852	INO80D
744	ENSG00000230325	KCNS3	Lrp1	Zc3h3	Dthd1	ENSG00000031691	RBPMS-AS1	ENSG00000156050	CLN6	ENSMUSG00000024386	PPP2R5E
745	ENSG00000228222	LA16c-431H6.6	4833427F10Rik	Tspan12	Hemt1	ENSG00000188820	HSD11B1	ENSG00000129214	GDA	ENSMUSG00000022565	PTPDC1
746	ENSG00000163377	LINC00478	Evc	Lrrc27	Sirpb1a	ENSG00000165171	SEC14L5	ENSG00000171873	KRT26	ENSMUSG00000030222	NR1H3
747	ENSG00000250902	MAST4-AS1	Neurod1	Hoxb5	Vmn1r6	ENSG00000001630	LOC442132	ENSG00000106714	RRAS2	ENSMUSG00000000594	C5orf42
748	ENSG00000043143	MEIG1	Stradb	Tmem151a	Emcn	ENSG00000085514	BLM	ENSG00000110680	C21orf88	ENSMUSG00000094462	SCRN3
749	ENSG00000146038	MEMO1	Ube2u	Spata2	Arsi	ENSG00000130830	DPY19L2P1	ENSG00000253305	NLRX1	ENSMUSG00000027635	ABL1
750	ENSG00000204228	MMP17	Zfp579	Thoc5	Gpr6	ENSG00000110013	EXO1	ENSG00000105971	MESDC1	ENSMUSG00000029022	INVS
751	ENSG00000124334	MRVI1-AS1	Zmat4	Sdc1	Lcn6	ENSG00000107551	FSIP1	ENSG00000138136	SOX9	ENSMUSG00000020592	ULBP1
752	ENSG00000181908	NKX2-8	Nrgn	Loxl4	Dnase1l3	ENSG00000012779	GAN	ENSG00000110324	TSHZ3	ENSMUSG00000046295	CSTA
753	ENSG00000233117	PAMR1	Ddx43	BC046331	Gstm3	ENSG00000123374	LRRC4	ENSG00000232196	SHCBP1	ENSMUSG00000020948	MGC45800
754	ENSG00000230417	RAB36	Smad3	Kif26b	1700013D24Rik	ENSG00000248008	SERPINB7	ENSG00000183336	CSE1L	ENSMUSG00000091697	PPP4R2
755	ENSG00000123360	RP1-197B17.3	Cdh11	r_ERVL-E-int	Itih2	ENSG00000235280	SGCG	ENSG00000005243	HIF1AN	ENSMUSG00000035274	SOX9
756	ENSG00000257497	RP11-108M12.3	Pitpnc1	Gata3	Krt81	ENSG00000211795	STAC	ENSG00000141527	ZNF616	ENSMUSG00000081941	UPK1B
757	ENSG00000274554	RP11-1275H24.1	Micall1	Mboat7	Lce3b	ENSG00000211817	ZNRF2	ENSG00000115295	UPK1A-AS1	ENSMUSG00000003849	ABI1
758	ENSG00000260646	RP11-210M15.2	Plcb4	Arhgef5	Mir1962	ENSG00000258301	FCGR2A	ENSG00000183054	LINC00568	ENSMUSG00000068959	ADAM23
759	ENSG00000156968	RP11-273B20.1	Defb42	Ufsp1	D930007P13Rik	ENSG00000009830	LOC100287792	ENSG00000171368	SLC31A2	ENSMUSG00000051557	ALK
760	ENSG00000260905	RP11-277B15.3	Fxyd5	Tmem189	Olfr371	ENSG00000196663	CD93	ENSG00000218823	ZNF10	ENSMUSG00000050211	C15orf60
761	ENSG00000260517	RP11-383J24.6	Ly6c1	Atp11c	Pyroxd2	ENSG00000168970	GPR12	ENSG00000105880	BRF2	ENSMUSG00000028788	C3orf52
762	ENSG00000166558	RP11-395G23.3	Mterf	9530053A07Rik	Tmtc2	ENSG00000104093	LOC283177	ENSG00000197976	DDX26B	ENSMUSG00000006471	CAMK4
763	ENSG00000154099	RP11-396F22.1	Npb	Ptgs2	Cd209a	ENSG00000166123	TNFRSF10A	ENSG00000162510	NEFM	ENSMUSG00000062279	CCNE2
764	ENSG00000264672	RP11-476K15.1	Nuggc	Dusp28	Elfn2	ENSG00000167377	CLDN19	ENSG00000107738	DCAF6	ENSMUSG00000081515	CENPM
765	ENSG00000101204	RP11-553L6.5	Prickle3	3110043O21Rik	Ferd3l	ENSG00000004660	ADORA2B	ENSG00000117983	SMIM10	ENSMUSG00000082200	CRHR1
766	ENSG00000211650	RP11-626G11.5	Slc51a	Fam174b	Gm11992	ENSG00000275413	RAD21-AS1	ENSG00000100678	VEPH1	ENSMUSG00000083341	CTSLP2
767	ENSG00000232093	RP11-771K4.1	Ppp1r18	Ehbp1	Ifnl2	ENSG00000264577	ADAM23	ENSG00000205502	CERKL	ENSMUSG00000030868	DDX11-AS1
768	ENSG00000275221	RP11-803B1.8	Fads2	Wbscr17	Mrgpra2a	ENSG00000267278	ALK	ENSG00000103313	RBM12B	ENSMUSG00000032305	EMILIN2
769	ENSG00000226007	RP11-973H7.3	Ccne1	Cacna1c	Olfr115	ENSG00000244649	ASAH2	ENSG00000179593	NUDCD2	ENSMUSG00000029447	EVI2B
770	ENSG00000142185	RP3-327A19.5	Ppm1j	Thy1	Olfr572	ENSG00000180616	ASAH2B	ENSG00000255974	AFAP1L1	ENSMUSG00000028766	FAM184A
771	ENSG00000125337	RP4-616B8.4	Stat2	St3gal5	Vmn1r4	ENSG00000109066	CAMK4	ENSG00000118997	STAG1	ENSMUSG00000028610	FAM212A
772	ENSG00000197646	RP4-639F20.1	Ext1	Rhobtb1	Gm1140	ENSG00000175866	KCND3	ENSG00000184221	ZNF598	ENSMUSG00000082524	GNB1L
773	ENSG00000241484	RP5-940J5.6	Tmem38b	Myc	Kcnh1	ENSG00000185504	LOC100288842	ENSG00000100055	SLC24A2	ENSMUSG00000029127	IRX1
774	ENSG00000106236	SATB2-AS1	Itgb1	Prkg1	A930015D03Rik	ENSG00000080986	PAOX	ENSG00000196104	MYOM1	ENSMUSG00000006386	KCND3
775	ENSG00000198125	SLC2A1-AS1	Mt1	Fam73b	Atp2a1	ENSG00000141401	PCDHAC2	ENSG00000112936	CES1P1	ENSMUSG00000027678	LCA5L
776	ENSG00000166347	SLC35F3	9930012K11Rik	Bmyc	Hoxa2	ENSG00000170677	TACR1	ENSG00000182836	LOC158960	ENSMUSG00000057286	LOC100288842
777	ENSG00000196689	SNORD42B	Arhgef40	Tmem110	Trcg1	ENSG00000101307	TNXB	ENSG00000081818	MCTP2	ENSMUSG00000082870	MAP2K6
778	ENSG00000275965	TBC1D2	Calml4	Gm672	Cd248	ENSG00000078804	RASL11A	ENSG00000104321	PDGFRL	ENSMUSG00000046380	MLLT10P1
779	ENSG00000100024	TICAM1	Dgat2	Trp53bp2	Olfr1164	ENSG00000213714	NCCRP1	ENSG00000180155	MUC21	ENSMUSG00000085622	MYH2
780	ENSG00000214955	TLL1	Fgf7	Fgf18	Olfr1378	ENSG00000149658	LOC100271836	ENSG00000198477	IL5RA	ENSMUSG00000038651	NLGN1
781	ENSG00000152315	TWIST2	Hmgn3	Ehd3	Olfr187	ENSG00000198816	LOC286184	ENSG00000162520	UBXN4	ENSMUSG00000071475	PCDHAC2
782	ENSG00000171817	ZNF117	Igdcc4	Ndfip2	Tmem232	ENSG00000178150	LOC285758	ENSG00000198723	LINC00102	ENSMUSG00000069633	PIP5K1P1
783	ENSG00000171873	ZNF549	Kif26a	Dner	Vmn2r75	ENSG00000167748	LOC339298	ENSG00000205922	CCDC83	gERCC-00134	PLK4
784	ENSG00000174348	ZNF582	Mfng	Rcn2	Fbn1	ENSG00000128408	LOC399715	ENSG00000255633	UBA7	ENSMUSG00000063816	RMI2
785	ENSG00000162894	ZNF649	Sgms2	Ralgds	1700049E15Rik	ENSG00000160188	TMEM131	ENSG00000172680	ZNF830	ENSMUSG00000045268	STK32A
786	ENSG00000118004	IQCK	Slc9a5	Phlpp2	Cyyr1	ENSG00000237989	SOS2	ENSG00000160404	EIF2AK3	ENSMUSG00000024791	TACR1
787	ENSG00000077092	WDR53	Tusc3	Klf11	Mgam	ENSG00000033627	SGPL1	ENSG00000020577	HIST1H1C	ENSMUSG00000007457	TBX5-AS1
788	ENSG00000197385	CDC42EP2	Sirpa	Zfp668	Ccdc42	ENSG00000182010	C10orf12	ENSG00000118194	CCSAP	ENSMUSG00000086503	BRAF
789	ENSG00000163421	KCTD19	Irf1	Ypel3	Cnksr2	ENSG00000185222	CNNM4	ENSG00000204352	HCFC2	ENSMUSG00000003363	GPR125
790	ENSG00000198829	RNY5	Arl4a	S100a16	Dear1	ENSG00000205208	NCALD	ENSG00000234769	COL8A1	ENSMUSG00000032114	MTM1
791	ENSG00000241369	RP11-706O15.5	Kbtbd11	Mff	Olfr773	ENSG00000094804	OGFRL1	ENSG00000115718	LOC283914	ENSMUSG00000026064	WBP11P1
792	ENSG00000270096	RP5-837J1.2	Dgkh	B3galt1	Timd2	ENSG00000169372	SPARCL1	ENSG00000172139	TNFSF11	ENSMUSG00000097839	HCFC2
793	ENSG00000135222	FGFR4	Map1a	Mical2	Tecta	ENSG00000198754	C14orf180	ENSG00000112394	DCTN1-AS1	ENSMUSG00000026004	LOC100505782
794	ENSG00000145642	CCDC64B	Aqp11	Prkg2	C1qa	ENSG00000138411	C21orf37	ENSG00000163530	PAMR1	ENSMUSG00000048373	CATSPER2P1
795	ENSG00000135346	LINC00087	Aspa	Lpcat4	Csrp3	ENSG00000167969	CXorf31	ENSG00000120328	TRIM26	ENSMUSG00000041815	STAMBPL1
796	ENSG00000106327	RP11-10A14.4	Ccbe1	Tdh	D930015M05Rik	ENSG00000131153	CLDN16	ENSG00000144834	ZNF18	ENSMUSG00000042744	ZNF17
797	ENSG00000281371	RP11-254F7.2	Klf7	Psmg3	Zfp804b	ENSG00000102962	AHNAK	ENSG00000069812	STK4-AS1	ENSMUSG00000006457	SMG1P1
798	ENSG00000122121	ZNF582-AS1	Car8	Klhl28	1810046K07Rik	ENSG00000167553	RINL	ENSG00000221986	ELAC1	ENSMUSG00000091133	FBXO21
799	ENSG00000011677	NECAB1	Ifngr2	Hsd3b7	Kcnq4	ENSG00000136824	C1orf106	ENSG00000182103	PIAS1	ENSMUSG00000063362	VAT1
800	ENSG00000253737	FBXL18	Ncoa7	Rnf170	4930447J18Rik	ENSG00000091651	SAMD9	ENSG00000242173	ILDR1	ENSMUSG00000028992	ELTD1
801	ENSG00000260428	MAMSTR	Itpka	Aga	C7	ENSG00000072694	MYO1B	ENSG00000149531	ENDOG	ENSMUSG00000039086	POR
802	ENSG00000226706	RGCC	Bbs2	Pon3	Fbxo47	ENSG00000112137	ASPSCR1	ENSG00000213139	SART1	ENSMUSG00000052316	TMEM237
803	ENSG00000172987	VDR	Gm15698	Prkca	Gm10436	ENSG00000081913	AQP4-AS1	ENSG00000164404	SLC27A5	ENSMUSG00000081684	NOC3L
804	ENSG00000065621	MAN2C1	Pappa	Cxcl14	Klk1b11	ENSG00000204103	LOC641367	ENSG00000154529	CFHR3	ENSMUSG00000021901	SESN2
805	ENSG00000111644	RGMB-AS1	Stard8	Mrc2	Olfr150	ENSG00000240350	GNA13	ENSG00000131264	INPP5F	ENSMUSG00000015714	DSP
806	ENSG00000134539	DAGLA	Dnajb5	BC031353	Olfr385	ENSG00000141499	OSBPL3	ENSG00000198216	APOD	ENSMUSG00000047123	LRRC8C
807	ENSG00000259107	AC023490.1	Zfp71-rs1	Col11a1	Olfr745	ENSG00000163600	ZFY	ENSG00000092200	KIAA2013	ENSMUSG00000035704	ACSF3
808	ENSG00000092529	ANKEF1	Rhoq	Fbxl20	Prh1	ENSG00000205593	PROSER2-AS1	ENSG00000149243	LMAN2L	ENSMUSG00000033294	RGPD5
809	ENSG00000261460	APOBEC3F	Ppp2r5b	Ttyh3	Rgag1	ENSG00000180611	TCAM1P	ENSG00000104921	GET4	ENSMUSG00000080980	YTHDF3
810	ENSG00000259332	C19orf66	Arxes1	Zfp651	Olfr24	ENSG00000148459	DDX60L	ENSG00000155657	IL18BP	ENSMUSG00000026814	ADAMTSL4
811	ENSG00000273582	DDR2	Slc5a11	Amfr	Lrit2	ENSG00000087301	AANAT	ENSG00000212734	INVS	ENSMUSG00000025962	KLHL9
812	ENSG00000179776	FAM174B	Khdc3	Arhgap42	1700016C15Rik	ENSG00000167414	RAX2	ENSG00000104883	KIFC1	ENSMUSG00000096054	BHMT
813	ENSG00000125409	FRS3	2310039L15Rik	Sh3kbp1	Sv2b	ENSG00000164109	PENK	ENSG00000256453	LOC158435	ENSMUSG00000029413	CHI3L2
814	ENSG00000244537	HAS2-AS1	Fbxo44	Pbx1	B930018H19Rik	ENSG00000115604	OSBPL8	ENSG00000143858	LOC93622	ENSMUSG00000059248	ANGPTL3
815	ENSG00000126337	HDX	Egln3	P2rx5	Mir135b	ENSG00000105327	ERVV-1	ENSG00000268172	MYO1F	ENSMUSG00000032264	C8orf48
816	ENSG00000079101	IRX6	Itga5	r_(CAGGG)n	Olfr135	ENSG00000068308	LOC285033	ENSG00000145721	PPP2R2B	ENSMUSG00000024350	DNAJC12
817	ENSG00000137875	KANK3	Mafk	Dtnbp1	Mir1946b	ENSG00000188610	LTN1	ENSG00000107623	RNGTT	ENSMUSG00000017843	FBXW4P1
818	ENSG00000198848	KANSL1-AS1	Osbpl3	4732471D19Rik	4930546K05Rik	ENSG00000166881	PLAC8	ENSG00000188906	USP31	ENSMUSG00000027249	FGD1
819	ENSG00000241666	MSH5	Vsig2	Limch1	Lrrc34	ENSG00000184602	RTBDN	ENSG00000154262	DZIP3	ENSMUSG00000096567	GAN
820	ENSG00000235021	PDIA2	Gpx8	Rbms3	Gm7550	ENSG00000178078	SMG1P1	ENSG00000104951	ID4	ENSMUSG00000006567	GANAB
821	ENSG00000272002	RASD1	8430410A17Rik	E130112L23Rik	Olfr1213	ENSG00000161981	LOC256880	ENSG00000174586	LOC100289473	ENSMUSG00000009640	LRRC4
822	ENSG00000144648	RP11-158H5.7	Hgsnat	Ick	Ppp1r3d	ENSG00000114770	GOLGA6L1	ENSG00000144481	PARP2	ENSMUSG00000028540	RNASEH2A
823	ENSG00000237530	RP11-464F9.20	Kif3c	Mtus1	Vgll1	ENSG00000140939	EMBP1	ENSG00000164287	SCYL2	ENSMUSG00000053801	SEZ6L2
824	ENSG00000271367	SNORA59B	Rhox2d	Vps13d	Csta1	ENSG00000175130	PDE5A	ENSG00000132837	TMEM173	ENSMUSG00000089902	SLC13A3
825	ENSG00000274070	ZDHHC11	Thra	Rxra	Rad51ap2	ENSG00000134802	CAPN7	ENSG00000069011	CELF3	ENSMUSG00000095762	TMEM14E
826	ENSG00000254607	UBTD1	Kctd10	ORF61	Olfr1215	ENSG00000145391	TBC1D24	ENSG00000188996	MFSD12	ENSMUSG00000086240	ZFP1
827	ENSG00000178645	ARHGAP20	Flrt3	Ppp1r9b	Pira1	ENSG00000198734	GJD4	ENSG00000120262	ZNF688	ENSMUSG00000044072	ZNF717
828	ENSG00000258777	EPOR	Pla2g16	Zranb1	Upk3b	ENSG00000213782	LILRA6	ENSG00000183784	PPCDC	ENSMUSG00000059658	GATM-AS1
829	ENSG00000261775	SLX4IP	Bcar1	Man2b2	Aldh8a1	ENSG00000272583	COL15A1	ENSG00000268950	LINC00547	ENSMUSG00000021536	SECISBP2L
830	ENSG00000159450	C1orf51	Itga3	Grasp	H2-M10.5	ENSG00000114812	F2RL3	ENSG00000237763	CYB5A	ENSMUSG00000006299	RGMB
831	ENSG00000151892	FA2H	Mt2	Wisp2	Krtap4-9	ENSG00000172058	CLEC4C	ENSG00000143546	LOC339622	ENSMUSG00000029056	TEAD1
832	ENSG00000101746	LINC01036	Qpct	Tinagl1	Lelp1	ENSG00000157111	ZFP91-CNTF	ENSG00000163518	COL4A2	ENSMUSG00000027942	PAMR1
833	ENSG00000163536	NANOS3	Susd2	Tgfb2	Olfr998	ENSG00000272686	EPN2-AS1	ENSG00000163534	EXOSC3	ENSMUSG00000024993	OASL
834	ENSG00000260577	NPIPB4	Ldoc1l	2900062L11Rik	1700110I01Rik	ENSG00000133328	LGSN	ENSG00000117091	GAS8	ENSMUSG00000033386	ZBP1
835	ENSG00000158560	RNF144A-AS1	Rcan2	Tbc1d22a	Olfr63	ENSG00000163599	IL12RB2	ENSG00000116132	ZDHHC12	ENSMUSG00000022488	COG1
836	ENSG00000204099	RTBDN	Epb4.1l4b	Htra3	Olfr66	ENSG00000143409	BCAS4	ENSG00000203730	FAM223B	ENSMUSG00000070822	SH3KBP1
837	ENSG00000183308	SYNGR4	Trp53inp2	Akr1b8	1700011B04Rik	ENSG00000198056	RGPD3	ENSG00000123838	ME1	ENSMUSG00000026430	COBLL1
838	ENSG00000247498	CDHR1	Vax2	Hdac7	2210409D07Rik	ENSG00000101104	LINC00910	ENSG00000122375	LOC79015	ENSMUSG00000058741	KLRC3
839	ENSG00000137628	TMCO4	Jak3	Eno2	Gm10681	ENSG00000187961	IQCC	ENSG00000119919	WNK4	ENSMUSG00000056602	SLC7A5
840	ENSG00000187608	PLEKHA4	Tmem238	Fibin	Mir3473g	ENSG00000123473	ACTG2	ENSG00000148795	ANKRD62P1-PARP4P3	ENSMUSG00000019295	IFNLR1
841	ENSG00000203877	AC006132.1	Gid8	Atad2b	Olfr1388	ENSG00000215883	C17orf102	ENSG00000180475	EDNRB	ENSMUSG00000051235	EPB41L2
842	ENSG00000109956	CTC-480C2.1	H2afy	Fam63b	Saa3	ENSG00000114988	C1QTNF2	ENSG00000212128	WRAP73	ENSMUSG00000073460	PIK3CB
843	ENSG00000129354	FOXD3	Spry2	Tcta	Smyd1	ENSG00000144283	ELF3	ENSG00000255837	ENDOV	ENSMUSG00000082987	WDR47
844	ENSG00000168509	NHS	Hist2h3c1	Nrp1	Ces2e	ENSG00000164045	FGF8	ENSG00000170484	PEX3	ENSMUSG00000047514	SLC25A1
845	ENSG00000177182	PCDH18	Slit2	Gpx8	1700028J19Rik	ENSG00000137462	FLJ16171	ENSG00000167780	FAM138B	ENSMUSG00000005986	FTLP10
846	ENSG00000204165	RP11-3B12.1	Xlr5a	Pdss2	Olfr1195	ENSG00000164236	LINC00707	ENSG00000132958	B3GNT3	ENSMUSG00000030621	MED23
847	ENSG00000138083	STRIP2	BC096441	Myl4	Ldhd	ENSG00000175414	LOC255654	ENSG00000185974	LDOC1L	ENSMUSG00000020368	CYP4F3
848	ENSG00000150594	WTIP	Hdgfrp3	Plxna3	Fam71f1	ENSG00000112655	LOC283214	ENSG00000168348	TMEM9B-AS1	ENSMUSG00000005981	FLJ40194
849	ENSG00000272195	C8orf37	Pglyrp1	Capn2	Lipn	ENSG00000137103	MROH1	ENSG00000119608	PTCSC3	ENSMUSG00000031828	PRAM1
850	ENSG00000272568	CC2D1B	Aif1l	Zfp790	Mira	ENSG00000123892	PITPNM1	ENSG00000170099	AMMECR1	ENSMUSG00000035835	SLC19A1
851	ENSG00000204889	NRG4	Asic1	Man2c1	Obox1	ENSG00000228889	POF1B	ENSG00000104055	CDCA7L	ENSMUSG00000033470	SLC45A1
852	ENSG00000182912	SPOCK1	Crym	r_RMER30	Olfr1155	ENSG00000022976	RSPH1	ENSG00000234438	SEMA4D	ENSMUSG00000041750	TEKT2
853	ENSG00000139209	ZNF816	Gchfr	Lsp1	Olfr330	ENSG00000198053	SLC26A4-AS1	ENSG00000156886	ECM2	ENSMUSG00000019966	TMEM175
854	ENSG00000171517	ABHD17C	Mir1949	Ifi35	Olfr883	ENSG00000088882	SLC36A3	ENSG00000182327	MT1JP	ENSMUSG00000020284	GNA13
855	ENSG00000203684	HMX1	Slc9b2	Zbtb6	Stfa2	ENSG00000124196	TMPRSS9	ENSG00000167858	TTN-AS1	ENSMUSG00000091014	USP6NL
856	ENSG00000231367	DIRAS1	Klk8	Smpdl3a	Vmn1r174	ENSG00000212123	VRTN	ENSG00000109047	FLJ16171	ENSMUSG00000046862	ZNF614
857	ENSG00000272370	LONRF2	Tmem229b	Fgf13	Spag11a	ENSG00000196081	ERBB2IP	ENSG00000231256	ICAM4	ENSMUSG00000037816	CHD8
858	ENSG00000136267	OAF	Epha2	Col1a1	Zfp286	ENSG00000101444	TEK	ENSG00000120093	TRIM33	ENSMUSG00000022322	FLJ42102
859	ENSG00000246228	ZNF790	H2-M2	Man2a1	Pkhd1	ENSG00000166483	TMEM169	ENSG00000182742	CHSY3	ENSMUSG00000067931	PNPLA2
860	ENSG00000160539	RP11-163N6.2	Zfp365	Hebp2	Pax5	ENSG00000143079	NBPF23	ENSG00000141338	HIST1H1B	ENSMUSG00000023931	DNAJC10
861	ENSG00000273249	BST1	2410137M14Rik	Inhbb	Rbp3	ENSG00000230487	PVRL3	ENSG00000265096	LOC388499	ENSMUSG00000040274	ARL5B
862	ENSG00000257681	RP1-20B21.4	Insl3	4930429B21Rik	4930401O10Rik	ENSG00000106462	TBC1D3	ENSG00000142538	PITPNA-AS1	ENSMUSG00000046962	LOC100271836
863	ENSG00000141639	B3GNT9	Sgcb	Nov	Kif26b	ENSG00000119508	MYL10	ENSG00000198300	ZNF613	ENSMUSG00000082121	FAM171B
864	ENSG00000089250	CDH15	Des	Matn2	1700060C16Rik	ENSG00000181544	LOC653712	ENSG00000157884	AQP7	ENSMUSG00000022451	PLXNB1
865	ENSG00000160678	GMPPB	Zfp386	Itga9	C2cd4a	ENSG00000236256	C2orf83	ENSG00000258881	HAPLN3	ENSMUSG00000022682	RHBDD3
866	ENSG00000153404	LZTS1	Atp11a	Ppp1r13b	Gm5800	ENSG00000280798	ALOX15B	ENSG00000256977	LOC283856	ENSMUSG00000081995	LILRA6
867	ENSG00000149295	PCYT1B	Exog	Egln1	Gm9513	ENSG00000213390	CLEC7A	ENSG00000128713	MICALL2	ENSMUSG00000093673	FLNC
868	ENSG00000171388	RP11-21L23.2	Zcchc24	Dbn1	Nup62-il4i1	ENSG00000111729	IL2RA	ENSG00000154252	OARD1	ENSMUSG00000084308	RNGTT
869	ENSG00000169946	RP11-266J6.2	Gpc1	Antxr2	Pcdha10	ENSG00000183066	LOC153910	ENSG00000183246	FAM89A	ENSMUSG00000098205	NUP214
870	ENSG00000261227	PITPNM2	Plk3	Stox2	Tmprss9	ENSG00000113319	ANKRD30BP2	ENSG00000128383	GYPC	ENSMUSG00000082730	RGPD6
871	ENSG00000151952	RP11-774O3.3	Tnfsf13	Mmp23	Acsm3	ENSG00000180233	LOC202781	ENSG00000250151	SIGIRR	ENSMUSG00000084320	ANKRD50
872	ENSG00000106688	SMTNL2	Fam63b	Fam129b	Doc2b	ENSG00000225986	LOC440243	ENSG00000198471	BSG	ENSMUSG00000046623	HAS2
873	ENSG00000228606	ABCG4	H2-Eb1	Akt1	4930442L01Rik	ENSG00000116668	LOC100996455	ENSG00000235608	SH3TC2	ENSMUSG00000085762	ADTRP
874	ENSG00000186051	AC008443.1	Prdm1	Zfp773	Stox1	ENSG00000115129	FAM223B	ENSG00000174123	AKR7L	ENSMUSG00000029103	ARL9
875	ENSG00000244242	AC012487.2	Snx21	Zfp27	Gm12171	ENSG00000164983	LINC00900	ENSG00000236699	TMEM203	ENSMUSG00000020576	C12orf66
876	ENSG00000259709	AC097467.2	Tnni3	Car12	Gm4265	ENSG00000169955	SH2D3A	ENSG00000248874	CHEK2	ENSMUSG00000051977	DMKN
877	ENSG00000166206	AC144521.1	Ccdc71l	Ctxn1	Vmn2r65	ENSG00000138182	FBXO44	ENSG00000169067	SLC2A1-AS1	ENSMUSG00000002280	FAM27E2
878	ENSG00000062096	ACTG2	Odc1	Boc	Gm13298	ENSG00000104738	LRRTM2	ENSG00000120329	MKNK2	ENSMUSG00000049580	FBXL2
879	ENSG00000101203	AGO4	Gda	Slc26a2	Gjd2	ENSG00000198826	ALPL	ENSG00000182578	KCP	ENSMUSG00000000957	GPR75
880	ENSG00000121316	AL391152.1	Lipa	Slc8a1	4930433N12Rik	ENSG00000182481	ANKRD7	ENSG00000112837	SIAH3	ENSMUSG00000048707	GRIK1-AS2
881	ENSG00000251258	ATP2A1	Tmem116	Ogfr	D630033O11Rik	ENSG00000132664	BEST4	ENSG00000203734	CHUK	ENSMUSG00000055745	HERC2P10
882	ENSG00000269900	ATP8A2	Wdr16	Marveld1	Mir5108	ENSG00000164120	BICC1	ENSG00000197123	APOA1BP	ENSMUSG00000003234	KLF16
883	ENSG00000038295	CCDC3	Wsb2	Phtf1	Sh2d1b2	ENSG00000196735	C1QL3	ENSG00000127928	FBXO33	ENSMUSG00000059851	LETM2
884	ENSG00000278318	CNTNAP3B	4921515E04Rik	Fbxo33	Tas2r126	ENSG00000136068	CRY1	ENSG00000133561	PCK1	ENSMUSG00000049670	LOC100288570
885	ENSG00000280623	CTA-211A9.5	Josd2	Adamts10	Elk4	ENSG00000278828	DENND2A	ENSG00000158815	SPDYA	ENSMUSG00000006014	LOC100506801
